product_id,product_name,price,category,image_urls,product_url,colors,sale_price,original_price,discount,filename
,Palms Allover Shirt,$630,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-palms-allover-shirt_21777435_51850950_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-palms-allover-shirt_21777435_51850942_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-palms-allover-shirt_21777435_51850932_2048.jpg",/en-us/shopping/palms-allover-shirt-21777435,,$410,$630,-35%,men_all_products_1.html
,Palms Allover Swimshorts,$435,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-palms-allover-swimshorts_21777433_51850911_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-palms-allover-swimshorts_21777433_51850874_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-palms-allover-swimshorts_21777433_51850912_2048.jpg",/en-us/shopping/palms-allover-swimshorts-21777433,,$283,$435,-35%,men_all_products_1.html
,Hyper Monogram Hoodie,$725,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-hyper-monogram-hoodie_21556255_51959112_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-hyper-monogram-hoodie_21556255_51959111_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-hyper-monogram-hoodie_21556255_51959108_2048.jpg",/en-us/shopping/hyper-monogram-hoodie-21556255,,$471,$725,-35%,men_all_products_1.html
,Hyper Monogram T-Shirt,$390,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-hyper-monogram-t-shirt_21556257_51959119_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-hyper-monogram-t-shirt_21556257_51959118_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-hyper-monogram-t-shirt_21556257_51959121_2048.jpg",/en-us/shopping/hyper-monogram-t-shirt-21556257,,$254,$390,-35%,men_all_products_1.html
,Monogram Track Jacket,$650,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-jacket_21777409_51849960_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-jacket_21777409_51849932_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-jacket_21777409_51849935_2048.jpg",/en-us/shopping/monogram-track-jacket-21777409,,,$650,,men_all_products_1.html
,Monogram Track Pants,$520,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-pants_21777419_51850214_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-pants_21777419_51850198_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-pants_21777419_51850197_2048.jpg",/en-us/shopping/monogram-track-pants-21777419,,,$520,,men_all_products_1.html
,BEAR CLASSIC T-SHIRT,$390,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-bear-classic-t-shirt_18438568_39840371_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-bear-classic-t-shirt_18438568_39840368_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-bear-classic-t-shirt_18438568_39840369_2048.jpg",/en-us/shopping/bear-classic-t-shirt-18438568,,$254,$390,-35%,men_all_products_1.html
,BEAR CLASSIC T-SHIRT,$390,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-bear-classic-t-shirt_18438569_40627795_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-bear-classic-t-shirt_18438569_40630723_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-bear-classic-t-shirt_18438569_40630724_2048.jpg",/en-us/shopping/bear-classic-t-shirt-18438569,,$254,$390,-35%,men_all_products_1.html
,Monogram Track Jacket,$685,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-jacket_21777408_51849931_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-jacket_21777408_51849904_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-jacket_21777408_51849910_2048.jpg",/en-us/shopping/monogram-track-jacket-21777408,,$445,$685,-35%,men_all_products_1.html
,Monogram Track Pants,$575,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-pants_21777418_51850196_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-pants_21777418_51850178_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-track-pants_21777418_51850181_2048.jpg",/en-us/shopping/monogram-track-pants-21777418,,$374,$575,-35%,men_all_products_1.html
,Monogram Pool Slider,$300,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-monogram-pool-slider_22030591_52307104_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-pool-slider_22030591_52307102_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-pool-slider_22030591_52307105_2048.jpg",/en-us/shopping/monogram-pool-slider-22030591,,$195,$300,-35%,men_all_products_1.html
,Canvas Logo Tote Bag,$525,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-canvas-logo-tote-bag_22030601_52307154_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-canvas-logo-tote-bag_22030601_52307148_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-canvas-logo-tote-bag_22030601_52307149_2048.jpg",/en-us/shopping/canvas-logo-tote-bag-22030601,,,$525,,men_all_products_1.html
,LOS ANGELES SPRAYED T-SHIRT,$295,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-los-angeles-sprayed-t-shirt_16237739_36647308_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-los-angeles-sprayed-t-shirt_16237739_36646650_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-los-angeles-sprayed-t-shirt_16237739_36646645_2048.jpg",/en-us/shopping/los-angeles-sprayed-t-shirt-16237739,,$192,$295,-35%,men_all_products_1.html
,MILANO SPRAYED T-SHIRT,$295,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-milano-sprayed-t-shirt_16648887_36646692_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-milano-sprayed-t-shirt_16648887_36645860_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-milano-sprayed-t-shirt_16648887_36647331_2048.jpg",/en-us/shopping/milano-sprayed-t-shirt-16648887,,$192,$295,-35%,men_all_products_1.html
,CLASSIC LOGO OVER T-SHIRT,$330,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-classic-logo-over-t-shirt_16047101_44203868_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-classic-logo-over-t-shirt_16047101_44205964_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-classic-logo-over-t-shirt_16047101_44205960_2048.jpg",/en-us/shopping/classic-logo-over-t-shirt-16047101,,,$330,,men_all_products_1.html
,Doubled Logo Over Tee,$330,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-doubled-logo-over-tee_16237748_44203876_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-doubled-logo-over-tee_16237748_44205972_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-doubled-logo-over-tee_16237748_44205971_2048.jpg",/en-us/shopping/doubled-logo-over-tee-16237748,,,$330,,men_all_products_1.html
,Sweatshirt The Palm,$500,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-sweatshirt-the-palm_22030540_53217602_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-sweatshirt-the-palm_22030540_53217598_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-sweatshirt-the-palm_22030540_53217596_2048.jpg",/en-us/shopping/sweatshirt-the-palm-22030540,,,$500,,men_all_products_1.html
,Sweatshort The Palm,$435,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-sweatshort-the-palm_22028706_52968519_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-sweatshort-the-palm_22028706_52968493_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-sweatshort-the-palm_22028706_52968490_2048.jpg",/en-us/shopping/sweatshort-the-palm-22028706,,,$435,,men_all_products_1.html
,Monogram Trucker Suede Cap,$260,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-monogram-trucker-suede-cap_21776168_51848530_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-trucker-suede-cap_21776168_51848511_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-monogram-trucker-suede-cap_21776168_51848510_2048.jpg",/en-us/shopping/monogram-trucker-suede-cap-21776168,,,$260,,men_all_products_1.html
,PA 4 Sneakers,$620,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-pa-4-sneakers_21773744_51848255_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-pa-4-sneakers_21773744_51848251_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-pa-4-sneakers_21773744_51848253_2048.jpg",/en-us/shopping/pa-4-sneakers-21773744,,,$620,,men_all_products_1.html
,Hoodie The Palm,$525,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-hoodie-the-palm_22030544_52898061_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-hoodie-the-palm_22030544_52898056_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-hoodie-the-palm_22030544_52898057_2048.jpg",/en-us/shopping/hoodie-the-palm-22030544,,,$525,,men_all_products_1.html
,The Palm T-Shirt,$330,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-the-palm-t-shirt_22028700_52306358_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-t-shirt_22028700_52306353_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-t-shirt_22028700_52306354_2048.jpg",/en-us/shopping/the-palm-t-shirt-22028700,,,$330,,men_all_products_1.html
,The Palm T-Shirt,$330,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-the-palm-t-shirt_22030528_52306760_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-t-shirt_22030528_52306757_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-t-shirt_22030528_52306754_2048.jpg",/en-us/shopping/the-palm-t-shirt-22030528,,$215,$330,-35%,men_all_products_1.html
,The Palm T-Shirt,$365,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-the-palm-t-shirt_22030533_52306785_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-t-shirt_22030533_52306780_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-t-shirt_22030533_52306779_2048.jpg",/en-us/shopping/the-palm-t-shirt-22030533,,,$365,,men_all_products_1.html
,LOS ANGELES SPRAYED HOODIE,$560,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-los-angeles-sprayed-hoodie_17572878_36647700_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-los-angeles-sprayed-hoodie_17572878_36646819_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-los-angeles-sprayed-hoodie_17572878_36646822_2048.jpg",/en-us/shopping/los-angeles-sprayed-hoodie-17572878,,$364,$560,-35%,men_all_products_1.html
,MILANO SPRAYED HOODIE,$560,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-milano-sprayed-hoodie_17573275_36647770_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-milano-sprayed-hoodie_17573275_36646871_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-milano-sprayed-hoodie_17573275_36647769_2048.jpg",/en-us/shopping/milano-sprayed-hoodie-17573275,,$364,$560,-35%,men_all_products_1.html
,The Palm Back T-Shirt Black,$460,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-the-palm-back-t-shirt-black_23060274_53154417_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-back-t-shirt-black_23060274_53154392_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-back-t-shirt-black_23060274_53154395_2048.jpg",/en-us/shopping/the-palm-back-t-shirt-black-23060274,,,$460,,men_all_products_1.html
,The Palm Back T-Shirt White,$460,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-the-palm-back-t-shirt-white_23059082_53154337_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-back-t-shirt-white_23059082_53154319_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-back-t-shirt-white_23059082_53154335_2048.jpg",/en-us/shopping/the-palm-back-t-shirt-white-23059082,,,$460,,men_all_products_1.html
,Paisley Bowling Shirt,$755,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-paisley-bowling-shirt_22029652_53227256_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-bowling-shirt_22029652_53227249_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-bowling-shirt_22029652_53227251_2048.jpg",/en-us/shopping/paisley-bowling-shirt-22029652,,$491,$755,-35%,men_all_products_1.html
,Paisley Swimshort,$435,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-paisley-swimshort_22028711_53227248_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-swimshort_22028711_53227221_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-swimshort_22028711_53227219_2048.jpg",/en-us/shopping/paisley-swimshort-22028711,,$283,$435,-35%,men_all_products_1.html
,The Palm Socks,$95,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-the-palm-socks_22030617_52307203_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-socks_22030617_52307201_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-socks_22030617_52307203_2048.jpg",/en-us/shopping/the-palm-socks-22030617,,$62,$95,-35%,men_all_products_1.html
,Side Zip University Sneakers,$565,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-side-zip-university-sneakers_22030585_52968639_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-side-zip-university-sneakers_22030585_52968605_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-side-zip-university-sneakers_22030585_52968619_2048.jpg",/en-us/shopping/side-zip-university-sneakers-22030585,,$367,$565,-35%,men_all_products_1.html
,Banana Bowling Shirt,$595,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-banana-bowling-shirt_22030580_52307053_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-banana-bowling-shirt_22030580_52307048_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-banana-bowling-shirt_22030580_52307050_2048.jpg",/en-us/shopping/banana-bowling-shirt-22030580,,$387,$595,-35%,men_all_products_1.html
,Banana Swimshort,$400,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-banana-swimshort_22030574_52307014_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-banana-swimshort_22030574_52307010_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-banana-swimshort_22030574_52306997_2048.jpg",/en-us/shopping/banana-swimshort-22030574,,$260,$400,-35%,men_all_products_1.html
,Sunset Bowling Shirt,$630,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-sunset-bowling-shirt_22029650_52306661_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-sunset-bowling-shirt_22029650_52306656_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-sunset-bowling-shirt_22029650_52306657_2048.jpg",/en-us/shopping/sunset-bowling-shirt-22029650,,$410,$630,-35%,men_all_products_1.html
,Sunset Swimshort,$395,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-sunset-swimshort_22030572_52306987_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-sunset-swimshort_22030572_52306982_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-sunset-swimshort_22030572_52306984_2048.jpg",/en-us/shopping/sunset-swimshort-22030572,,$257,$395,-35%,men_all_products_1.html
,Paisley Bowling Shirt,$790,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-paisley-bowling-shirt_22029651_52306671_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-bowling-shirt_22029651_52306662_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-bowling-shirt_22029651_52306663_2048.jpg",/en-us/shopping/paisley-bowling-shirt-22029651,,$514,$790,-35%,men_all_products_1.html
,Paisley Shorts,$730,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-paisley-shorts_22030556_52306910_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-shorts_22030556_52306905_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-shorts_22030556_52306901_2048.jpg",/en-us/shopping/paisley-shorts-22030556,,$475,$730,-35%,men_all_products_1.html
,Paisley Bowling Shirt,$755,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-paisley-bowling-shirt_22030581_52917320_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-bowling-shirt_22030581_52917317_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-bowling-shirt_22030581_52917318_2048.jpg",/en-us/shopping/paisley-bowling-shirt-22030581,,$491,$755,-35%,men_all_products_1.html
,Paisley Swimshort,$435,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-paisley-swimshort_22028709_52306414_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-swimshort_22028709_52306403_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-paisley-swimshort_22028709_52306408_2048.jpg",/en-us/shopping/paisley-swimshort-22028709,,$283,$435,-35%,men_all_products_1.html
,Overshirt Stripes Monogram,"$1,190",men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-overshirt-stripes-monogram_22030571_52306983_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-overshirt-stripes-monogram_22030571_52306974_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-overshirt-stripes-monogram_22030571_52306970_2048.jpg",/en-us/shopping/overshirt-stripes-monogram-22030571,,$774,"$1,190",-35%,men_all_products_1.html
,Shorts Stripes Monogram,$630,men_all_products_1,"https://cdn-images.farfetch-contents.com/palm-angels-shorts-stripes-monogram_22030557_52306919_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-shorts-stripes-monogram_22030557_52306912_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-shorts-stripes-monogram_22030557_52306914_2048.jpg",/en-us/shopping/shorts-stripes-monogram-22030557,,$410,$630,-35%,men_all_products_1.html
,The Palm Socks,$95,men_all_products_2,"https://cdn-images.farfetch-contents.com/palm-angels-the-palm-socks_22030616_52307200_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-socks_22030616_52307199_2048.jpg, https://cdn-images.farfetch-contents.com/palm-angels-the-palm-socks_22030616_52307200_2048.jpg",/en-us/shopping/the-palm-socks-22030616,,,$95,,men_all_products_2.html
,Sandals Depa Palm Angels X Suicoke,$283,men_all_products_2,"https://cdn-images.farfetch-contents.com/suicoke-x-palm-angels-sandals-depa-palm-angels-x-suicoke_22534009_52456194_2048.jpg, https://cdn-images.farfetch-contents.com/suicoke-x-palm-angels-sandals-depa-palm-angels-x-suicoke_22534009_52456193_2048.jpg, https://cdn-images.farfetch-contents.com/suicoke-x-palm-angels-sandals-depa-palm-angels-x-suicoke_22534009_52456197_2048.jpg",/en-us/shopping/sandals-depa-palm-angels-x-suicoke-22534009,,$184,$283,-35%,men_all_products_2.html
